inv_nr,gebouw,adres,plaats,provincie,functie,materiaal,sectie,jaar_van,jaar_tot,aantal_bladen,lat,lon,precisie,na_link
2206.1,Telefoongebouw,Rijksweg,Weert,Limburg,post & telegraaf,tekening,IIB,1938,1938,8,51.271656,5.739104,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2206.1/file/
2207.1,Belastinggebouw / Postkantoor,Wilhelminasingel,Weert,Limburg,post & telegraaf,tekening,IIB,1938,1938,28,51.253024,5.703797,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2207.1/file/
2208.1,Telefoongebouw,Nieuwstraat,Weesp,Noord-Holland,post & telegraaf,tekening,IIB,1936,1936,11,52.306558,5.042954,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2208.1/file/
2209.1,zuiveringsinstallatie voor rioolwater,Vluchtelingenkamp,Westerbork,Drenthe,waterstaat & techniek,tekening,IIB,1939,1939,8,52.854825,6.604462,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2209.1/file/
2210.1,"K.N.M.I., magnetisch station c.a","Mej. A. Talmaweg 16-18, Witteveen",Westerbork,Drenthe,overig,tekening,IIB,1937,1938,5,52.854619,6.60221,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2210.1/file/
2211.1,Telefoongebouw,Wolvega,Weststellingwerf,Fryslân,post & telegraaf,tekening,IIB,1939,1939,5,52.88066,6.024488,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2211.1/file/
2212.1,Kegelschuur,Stroe,Stroe,Gelderland,overig,tekening,IIB,1926,1926,1,52.211894,5.705538,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2212.1/file/
2213.1,Huis van bewaring,Blijhamsterstraat 26,Winschoten,Groningen,gevangeniswezen,tekening,IIB,1929,1929,5,53.14102,7.040151,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2213.1/file/
2214.1,Post- en telegraafgebouw,Balinkesstraat,Winterswijk,Gelderland,post & telegraaf,tekening,IIB,1936,1937,28,51.972461,6.716836,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2214.1/file/
2215.1,Telefoongebouw,Terborg,Terborg,Gelderland,post & telegraaf,tekening,IIB,1935,1935,1,51.921089,6.346968,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2215.1/file/
2216.1,Post- en telegraafgebouw,Sint Jorisplein 1,Terborg,Gelderland,post & telegraaf,tekening,IIB,1939,1941,38,51.92,6.361686,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2216.1/file/
2217.1,Post- en telegraafgebouw,Utrechtse Straatweg,Woerden,Utrecht,post & telegraaf,tekening,IIB,1939,1939,16,52.071344,4.904823,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2217.1/file/
2218.1,Post- en telegraafgebouw,"Stationstraat 83, Koog aan de Zaan",Zaanstad,Noord-Holland,post & telegraaf,tekening,IIB,1938,1939,26,52.489033,4.74328,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2218.1/file/
2219.1,Post- en telegraafgebouw,"Wandelweg, Wormerveer",Zaanstad,Noord-Holland,post & telegraaf,tekening,IIB,1930,1931,37,52.486293,4.802819,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2219.1/file/
2220.1,Post- en telegraafgebouw,"Dam / Wilhelminastraat, Zaandam",Zaanstad,Noord-Holland,post & telegraaf,tekening,IIB,1916,1931,45,52.439362,4.824299,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2220.1/file/
2221.1,Telefoongebouw,Maarten van Rossumsingel 1a,Zaltbommel,Gelderland,post & telegraaf,tekening,IIB,1939,1940,11,51.78901,5.072285,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2221.1/file/
2222.1,Rijks-h.b.s,Waluwsestraat,Zaltbommel,Gelderland,onderwijs & wetenschap,tekening,IIB,1932,1933,38,51.793871,5.257914,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2222.1/file/
2223.1,Telefoongebouw,Heerenstraat,Zandvoort,Noord-Holland,post & telegraaf,tekening,IIB,1937,1937,8,52.372888,4.528945,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2223.1/file/
2224.1,Post- en telegraafgebouw,Heerenstraat 7,Zandvoort,Noord-Holland,post & telegraaf,tekening,IIB,1929,1929,1,52.380913,4.531456,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2224.1/file/
2225.1,Post- en telegraafgebouw,Dorpsstraat 30/30a,Zeist,Utrecht,post & telegraaf,tekening,IIB,1937,1938,23,52.081677,5.239057,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2225.1/file/
2226.1,Stationslaan; Villa Rusthof / Telefoongebouw,,Zeist,Utrecht,post & telegraaf,tekening,IIB,1932,1932,4,52.101965,5.255186,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2226.1/file/
2227.1,Rijksopvoedingsgesticht,Utrechtseweg 37,Zeist,Utrecht,gevangeniswezen,tekening,IIB,1910,1935,3,52.094964,5.219467,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2227.1/file/
2228.1,Post- en telegraafgebouw,,Zevenaar,Gelderland,post & telegraaf,tekening,IIB,1932,1932,2,51.924103,6.085235,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2228.1/file/
2229.1,Post- en telegraafgebouw,Stationsstraat,Zevenbergen,Noord-Brabant,post & telegraaf,tekening,IIB,1904,1904,2,51.643875,4.608592,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2229.1/file/
2231.1,Post- en telegraafgebouw,Dorpsstraat 48,Seghwaart,Zuid-Holland,post & telegraaf,tekening,IIB,1927,1927,6,52.055624,4.498382,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2231.1/file/
2232.1,Telefoongebouw,,Zutphen,Gelderland,post & telegraaf,tekening,IIB,1939,1940,25,52.136347,6.23395,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2232.1/file/
2233.1,Jeugdgevangenis,Lunettestraat,Zutphen,Gelderland,gevangeniswezen,tekening,IIB,1931,1931,3,52.13454,6.205014,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2233.1/file/
2234.1,Rijkskantorengebouw,Zaadmarkt 91,Zutphen,Gelderland,overig,tekening,IIB,1939,1939,11,52.140536,6.197237,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2234.1/file/
2235.1,School / Versterkerstation,Bitterstraat 59,Zwolle,Overijssel,onderwijs & wetenschap,tekening,IIB,1931,1931,7,52.513622,6.091864,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2235.1/file/
2236.1,Telefoongebouw,Parkstraat,Zwolle,Overijssel,post & telegraaf,tekening,IIB,1933,1938,37,52.507598,6.088291,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2236.1/file/
2237.1,Rijksarchief,Sassenpoort,Zwolle,Overijssel,overig,tekening,IIB,1929,1929,2,52.512035,6.075753,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2237.1/file/
2238.1,Rijkswaterstaat,Stationsweg,Zwolle,Overijssel,overig,tekening,IIB,1935,1935,5,52.508107,6.091338,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2238.1/file/
2239.1,Gouvernementsgebouw achterzijde,Ter Pelkwijkpark,Zwolle,Overijssel,bestuur & financiën,tekening,IIB,1927,1938,4,52.511442,6.098431,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2239.1/file/
2240.1,Stationspostgebouw,Westerlaan 5,Zwolle,Overijssel,overig,tekening,IIB,1933,1934,2,52.507701,6.086101,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/2240.1/file/
1711.1,Hang- en sluitwerk,,Foto's van ongeïdentificeerde objecten,Zuid-Holland,overig,foto,IC,1885,1895,2,52.072073,4.293001,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1711.1/file/
1712.1,Pleisterwerk,,Foto's van ongeïdentificeerde objecten,Zuid-Holland,overig,foto,IC,1905,1915,3,52.072073,4.293001,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1712.1/file/
1713.1,"O.a. militair hospitaal, kerken, woonhuizen / villa's, kroonluchter, boerderijen, trap",,Foto's van ongeïdentificeerde objecten,Zuid-Holland,militair,foto,IC,1895,1965,13,52.072073,4.293001,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1713.1/file/
1714.1,Rijksscholengemeenschap (vermoedelijk),,Foto's van ongeïdentificeerde objecten,Zuid-Holland,overig,foto,IC,1955,1965,1,52.072073,4.293001,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1714.1/file/
1715.1,Laboratorium / medische opleiding en museum (vermoedelijk),,Foto's van ongeïdentificeerde objecten,Zuid-Holland,museum & paleis,foto,IC,1930,1940,5,52.072073,4.293001,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1715.1/file/
1716,Huis van bewaring,,Alkmaar,Noord-Holland,gevangeniswezen,bestek,ID,1894,1895,5,52.601792,4.803308,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1716/file/
1717,Strafgevangenis,,Alkmaar,Noord-Holland,gevangeniswezen,bestek,ID,1883,1883,5,52.601792,4.803308,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1717/file/
1719,Post- en telegraafgebouw,,Appingedam,Groningen,post & telegraaf,bestek,ID,1914,1914,2,53.317141,6.849545,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1719/file/
1723,Post- en telegraafgebouw,,Assen,Drenthe,post & telegraaf,bestek,ID,1912,1912,1,53.001273,6.552466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1723/file/
1724,Provinciaal bestuur,,Assen,Drenthe,bestuur & financiën,bestek,ID,1882,1883,5,53.001273,6.552466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1724/file/
1725,Rijksarchief,,Assen,Drenthe,overig,bestek,ID,1897,1897,4,53.001273,6.552466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1725/file/
1726,Rijks-h.b.s,,Assen,Drenthe,onderwijs & wetenschap,bestek,ID,1906,1911,3,53.001273,6.552466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1726/file/
1728,Kantongerecht,,Beetsterzwaag,Fryslân,rechtspraak,bestek,ID,1921,1921,2,53.055002,6.070854,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1728/file/
1729,Post- en telegraafgebouw,,Beilen,Drenthe,post & telegraaf,bestek,ID,1907,1936,5,52.861538,6.497961,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1729/file/
1733,Post- en telegraafkantoor,,Bolsward,Fryslân,post & telegraaf,bestek,ID,1906,1906,1,53.064094,5.524574,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1733/file/
1735,Gevangenis en woningen,,Breda,Noord-Brabant,gevangeniswezen,bestek,ID,1883,1904,1,51.585121,4.761441,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1735/file/
1736,Post- en telegraafgebouw,,Coevorden,Drenthe,post & telegraaf,bestek,ID,1890,1921,4,52.740255,6.735912,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1736/file/
1737,Post- en telegraafgebouw,,Delfzijl,Groningen,post & telegraaf,bestek,ID,1899,1902,1,53.360249,6.952371,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1737/file/
1738,Wachthuizen voor invoerrechten,,Delfzijl,Groningen,douane & opslag,bestek,ID,1896,1896,1,53.360249,6.952371,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1738/file/
1739,Rijksopvoedingsgesticht De Kruisberg/Penitentiaire verblijfsinrichting Nederheide c.a,,Doetinchem,Gelderland,gevangeniswezen,bestek,ID,1932,1932,2,51.960787,6.286702,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1739/file/
1740,Post- en telegraafgebouw,,Dokkum,Fryslân,post & telegraaf,bestek,ID,1894,1912,2,53.322643,5.99713,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1740/file/
1741,Telefoongebouw,,Dokkum,Fryslân,post & telegraaf,bestek,ID,1939,1939,1,53.322643,5.99713,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1741/file/
1742,Post- en telegraafgebouw,,Drachten,Fryslân,post & telegraaf,bestek,ID,1901,1902,1,53.106552,6.093362,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1742/file/
1743,Telefoongebouw,,Drachten,Fryslân,post & telegraaf,bestek,ID,1938,1938,1,53.106552,6.093362,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1743/file/
1744,Post- en telegraafgebouw,,Emmen,Drenthe,post & telegraaf,bestek,ID,1910,1910,1,52.749653,6.96196,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1744/file/
1745,Telefoongebouw,,Emmen,Drenthe,post & telegraaf,bestek,ID,1939,1939,1,52.749653,6.96196,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1745/file/
1746,Post- en telegraafgebouw,,Franeker,Fryslân,post & telegraaf,bestek,ID,1889,1892,1,53.183408,5.546606,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1746/file/
1747,Telefoongebouw,,Franeker,Fryslân,post & telegraaf,bestek,ID,1936,1936,1,53.183408,5.546606,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1747/file/
1748,Post- en telegraafgebouw,,Frederiksoord,Drenthe,post & telegraaf,bestek,ID,1901,1902,1,52.846475,6.184576,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1748/file/
1750,Bodemkundig Instituut,,Groningen,Groningen,overig,bestek,ID,1929,1930,15,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1750/file/
1751,Huis van Bewaring,,Groningen,Groningen,gevangeniswezen,bestek,ID,1901,1901,8,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1751/file/
1752,Inspectie directe belastingen,,Groningen,Groningen,bestuur & financiën,bestek,ID,1913,1913,1,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1752/file/
1753,Kantongerecht,,Groningen,Groningen,rechtspraak,bestek,ID,1910,1911,3,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1753/file/
1754,Ontleedkunde,,Groningen,Groningen,overig,bestek,ID,1893,1894,2,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1754/file/
1755,Physisch laboratorium,,Groningen,Groningen,onderwijs & wetenschap,bestek,ID,1926,1926,3,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1755/file/
1756,Post- en telegraafgebouw / telefoongebouw,,Groningen,Groningen,post & telegraaf,bestek,ID,1938,1938,22,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1756/file/
1757,Psychiatrische kliniek,,Groningen,Groningen,zorg,bestek,ID,1911,1911,8,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1757/file/
1758,Rechtbank,,Groningen,Groningen,rechtspraak,bestek,ID,1912,1913,6,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1758/file/
1759,Rijksarchief,,Groningen,Groningen,overig,bestek,ID,1890,1890,1,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1759/file/
1760,Rijks-h.b.s,,Groningen,Groningen,onderwijs & wetenschap,bestek,ID,1908,1915,3,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1760/file/
1761,Rijkskantorengebouw,,Groningen,Groningen,overig,bestek,ID,1938,1938,4,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1761/file/
1762,Scheikundig laboratorium,,Groningen,Groningen,onderwijs & wetenschap,bestek,ID,1909,1910,5,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1762/file/
1763,Strafgevangenis c.a,,Groningen,Groningen,gevangeniswezen,bestek,ID,1881,1918,34,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1763/file/
1764,Universiteitsbibliotheek,,Groningen,Groningen,onderwijs & wetenschap,bestek,ID,1895,1897,3,53.218592,6.620635,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1764/file/
1766,Telefoongebouw,,Haren,Noord-Brabant,post & telegraaf,bestek,ID,1938,1938,1,51.801637,5.581563,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1766/file/
1767,Post- en telegraafgebouw,,Harlingen,Fryslân,post & telegraaf,bestek,ID,1895,1895,1,53.143095,5.267596,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1767/file/
1768,Rijks-h.b.s,,Harlingen,Fryslân,onderwijs & wetenschap,bestek,ID,1926,1926,13,53.143095,5.267596,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1768/file/
1769,Stationspostkantoor,,Heerenveen,Fryslân,bestuur & financiën,bestek,ID,1910,1910,1,52.995991,5.978002,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1769/file/
1770,Post- en telegraafgebouw,,Heerenveen,Fryslân,post & telegraaf,bestek,ID,1912,1912,1,52.995991,5.978002,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1770/file/
1771,Telefoongebouw,,Heerenveen,Fryslân,post & telegraaf,bestek,ID,1938,1938,1,52.995991,5.978002,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1771/file/
1775,Kantongerecht,,Hoogeveen,Drenthe,rechtspraak,bestek,ID,1900,1900,2,52.723094,6.513593,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1775/file/
1776,Post- en telegraafgebouw,,Hoogeveen,Drenthe,post & telegraaf,bestek,ID,1910,1910,1,52.723094,6.513593,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1776/file/
1777,Telefoongebouw,,Hoogeveen,Drenthe,post & telegraaf,bestek,ID,1938,1938,1,52.723094,6.513593,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1777/file/
1778,Post- en telegraafgebouw,,Hoogezand,Groningen,post & telegraaf,bestek,ID,1897,1898,1,53.143684,6.766648,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1778/file/
1779,Telefoongebouw,,Hoogezand,Groningen,post & telegraaf,bestek,ID,1939,1939,1,53.143684,6.766648,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1779/file/
1780,Post- en telegraafgebouw,,Joure,Fryslân,post & telegraaf,bestek,ID,1904,1905,1,52.975514,5.803526,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1780/file/
1782,Gouvernementsgebouwen,,Leeuwarden,Fryslân,bestuur & financiën,bestek,ID,1907,1908,4,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1782/file/
1783,Huis van bewaring,,Leeuwarden,Fryslân,gevangeniswezen,bestek,ID,1889,1889,6,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1783/file/
1784,Inspectie der posterijen en telegrafie,,Leeuwarden,Fryslân,post & telegraaf,bestek,ID,1907,1907,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1784/file/
1785,Kanselarijgebouw / Rijksarchief / Provinciale bibliotheek,,Leeuwarden,Fryslân,overig,bestek,ID,1892,1892,7,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1785/file/
1786,Post- en telegraafgebouw,,Leeuwarden,Fryslân,post & telegraaf,bestek,ID,1923,1929,6,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1786/file/
1787,Rijks-h.b.s,,Leeuwarden,Fryslân,onderwijs & wetenschap,bestek,ID,1902,1902,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1787/file/
1788,Rijksopvoedingsgesticht,,Leeuwarden,Fryslân,gevangeniswezen,bestek,ID,1919,1919,1,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1788/file/
1789,Snelgoederenloods / stationspostgebouw,,Leeuwarden,Fryslân,douane & opslag,bestek,ID,1939,1939,5,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1789/file/
1790,Strafgevangenis c.a,,Leeuwarden,Fryslân,gevangeniswezen,bestek,ID,1874,1913,23,53.170021,5.797917,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1790/file/
1791,Post- en telegraafgebouw,,Lemmer,Fryslân,post & telegraaf,bestek,ID,1906,1906,1,52.838904,5.647685,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1791/file/
1793,Post- en telegraafgebouw,,Meppel,Drenthe,post & telegraaf,bestek,ID,1907,1907,4,52.715931,6.19384,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1793/file/
1795,Post- en telegraafgebouw,,Musselkanaal,Groningen,post & telegraaf,bestek,ID,1911,1911,1,52.950329,7.00409,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1795/file/
1796,Post- en telegraafgebouw,,Nieuw-Amsterdam,Drenthe,post & telegraaf,bestek,ID,1907,1907,1,52.71583,6.873695,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1796/file/
1797,Post- en telegraafgebouw,,Nieuwe Pekela,Groningen,post & telegraaf,bestek,ID,1899,1901,1,53.054643,6.955671,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1797/file/
1798,Post- en telegraafgebouw,,Nieuwe-Schans,Groningen,post & telegraaf,bestek,ID,1912,1912,1,53.187164,7.164799,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1798/file/
1799,Post- en telegraafgebouw,,Noordwolde,Fryslân,post & telegraaf,bestek,ID,1907,1907,1,52.889924,6.138858,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1799/file/
1800,Rijksrietvlechtschool,,Noordwolde,Fryslân,onderwijs & wetenschap,bestek,ID,1910,1911,4,52.889924,6.138858,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1800/file/
1801,Post- en telegraafgebouw,,Onderdendam,Groningen,post & telegraaf,bestek,ID,1902,1902,1,53.330319,6.582683,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1801/file/
1802,Post- en telegraafgebouw,,Oosterwolde,Fryslân,post & telegraaf,bestek,ID,1917,1917,3,53.001858,6.305482,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1802/file/
1803,Post- en telegraafgebouw,,Oude Pekela,Groningen,post & telegraaf,bestek,ID,1898,1899,1,53.096616,7.001178,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1803/file/
1806,Post- en telegraafgebouw,,Sappemeer,Groningen,post & telegraaf,bestek,ID,1912,1912,1,53.164102,6.796569,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1806/file/
1807,Rijks-h.b.s,,Sappemeer,Groningen,onderwijs & wetenschap,bestek,ID,1895,1927,5,53.164102,6.796569,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1807/file/
1808,Post- en telegraafgebouw,,Scheemda,Groningen,post & telegraaf,bestek,ID,1904,1904,1,53.176411,6.956878,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1808/file/
1809,Post- en telegraafgebouw,,St.-Annaparochie,Fryslân,post & telegraaf,bestek,ID,1911,1911,1,53.3034,5.654019,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1809/file/
1810,Telefoongebouw,,St.-Annaparochie,Fryslân,post & telegraaf,bestek,ID,1938,1938,2,53.3034,5.654019,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1810/file/
1812,Meisjesschool / post- en telegraafgebouw / telefoongebouw,,Sneek,Fryslân,post & telegraaf,bestek,ID,1901,1931,4,53.029224,5.665102,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1812/file/
1813,Post- en telegraafgebouw,,Stadskanaal,Groningen,post & telegraaf,bestek,ID,1901,1920,2,53.002153,7.010328,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1813/file/
1814,Post- en telegraafgebouw,,Ter Apel,Groningen,post & telegraaf,bestek,ID,1907,1907,1,52.882894,7.078466,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1814/file/
1815,Post- en telegraafgebouw,,Terschelling,Fryslân,post & telegraaf,bestek,ID,1908,1911,2,53.339851,5.374776,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1815/file/
1816,Telegraafgebouw,,Terschelling,Fryslân,post & telegraaf,bestek,ID,1879,1879,1,53.339851,5.374776,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1816/file/
1818,Anatomisch Instituut van de Veeartsenijkundige Hogeschool,,Utrecht,Utrecht,onderwijs & wetenschap,bestek,ID,1918,1918,22,52.091138,5.074754,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1818/file/
1822,Post- en telegraafgebouw,,Veendam,Groningen,post & telegraaf,bestek,ID,1901,1916,3,53.088985,6.880092,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1822/file/
1823,Onderwijzerswoning en schoolgebouw,,Veenhuizen,Drenthe,onderwijs & wetenschap,bestek,ID,1876,1876,2,53.02562,6.408146,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1823/file/
1825,Post- en telegraafgebouw,,Vlieland,Fryslân,post & telegraaf,bestek,ID,1877,1911,2,53.219694,5.03465,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/1825/file/
